email,gender,product,price_usd,amount,country,firstname,surname,total_price_usd
ajanikowskifb@nba.com,Female,French Pastry - Mini Chocolate,48.37,63,China,Athena,Janikowski,3047.31
lbockhfc@techcrunch.com,Female,Rice - Basmati,12.16,10,Indonesia,Lilly,Bockh,121.6
dateggartfe@cam.ac.uk,Female,Tarts Assorted,1.91,53,Egypt,Denys,Ateggart,101.22999999999999
cvairowff@addtoany.com,Female,Wine - Manischewitz Concord,23.1,38,China,Christean,Vairow,877.8000000000001
rbrobynfg@posterous.com,Male,Dried Cranberries,85.94,71,Portugal,Reid,Brobyn,6101.74
pbirchnerfh@ted.com,Male,"Tortillas - Flour, 8",64.68,72,China,Percival,Birchner,4656.960000000001
ccameratifi@springer.com,Female,Wine - Ej Gallo Sierra Valley,76.38,60,Russia,Charita,Camerati,4582.799999999999
lemmfj@geocities.jp,Female,Cheese - Cream Cheese,55.62,48,Sweden,Licha,Emm,2669.7599999999998
dstannettfk@imageshack.us,Female,"Lamb - Loin, Trimmed, Boneless",5.38,10,Syria,Diane,Stannett,53.8
bbrindedfl@foxnews.com,Female,"Pasta - Rotini, Colour, Dry",41.6,84,Botswana,Bonnibelle,Brinded,3494.4
rcotterillfm@list-manage.com,Male,Pork - Smoked Kassler,7.61,55,United Kingdom,Rupert,Cotterill,418.55
wbottrillfn@webeden.co.uk,Male,Chicken - Livers,72.15,90,China,Wilfred,Bottrill,6493.500000000001
aaudleyfo@people.com.cn,Female,Cookie Double Choco,97.95,64,France,Amalita,Audley,6268.8
iaronovfp@dailymail.co.uk,Male,Irish Cream - Butterscotch,18.59,28,China,Izak,Aronov,520.52
vadenetfq@baidu.com,Female,Tea - Herbal Orange Spice,43.08,95,China,Vivianne,Adenet,4092.6
kfirlefs@elegantthemes.com,Male,"Oregano - Dry, Rubbed",30.49,32,China,Kevon,Firle,975.68
heddicottft@cnet.com,Male,"Cheese - Boursin, Garlic / Herbs",10.23,38,Indonesia,Hailey,Eddicott,388.74
memberyfu@netscape.com,Female,Pate - Liver,52.08,77,Colombia,Milicent,Embery,4010.16
dhartshornefv@blogspot.com,Female,Laundry - Bag Cloth,69.24,34,Brazil,Dita,Hartshorne,2354.16
emaccorkellfw@yale.edu,Female,Cherries - Frozen,96.81,85,Netherlands,Erinn,MacCorkell,8228.85
amalekfx@discuz.net,Male,"Cake Circle, Foil, Scallop",21.73,31,Macedonia,Ado,Malek,673.63
mjebbfy@auda.org.au,Female,Cabbage - Nappa,21.7,30,Greece,Mildrid,Jebb,651.0
tsheatherfz@time.com,Female,Ice Cream Bar - Hageen Daz To,12.79,24,Indonesia,Tiffy,Sheather,306.96
ibradburneg1@behance.net,Male,Pepper Squash,19.85,23,Brazil,Ingmar,Bradburne,456.55
nriedelg2@nps.gov,Male,Wine - Maipo Valle Cabernet,78.89,87,Portugal,Norman,Riedel,6863.43
bsutliffg3@bigcartel.com,Female,Corn - On The Cob,21.94,10,Zambia,Bethena,Sutliff,219.4
aginglellg4@ucla.edu,Male,"Lettuce - Romaine, Heart",98.17,74,Colombia,Antony,Ginglell,7264.58
ghriinchenkog5@who.int,Male,Wine - Alsace Gewurztraminer,90.18,75,Chile,Gil,Hriinchenko,6763.500000000001
ogenickeg6@home.pl,Female,Dip - Tapenade,49.53,5,Ukraine,Onida,Genicke,247.65
odellentyg8@independent.co.uk,Male,Steampan - Lid For Half Size,80.11,46,Indonesia,Ole,Dellenty,3685.06
lkinching9@reuters.com,Male,"Shrimp - Baby, Warm Water",68.4,86,United States,Lawrence,Kinchin,5882.400000000001
fhavockga@mit.edu,Female,Wine - Chateauneuf Du Pape,95.13,15,Portugal,Fanya,Havock,1426.9499999999998
mloyntongb@domainmarket.com,Female,Lobster - Base,79.51,4,Angola,Merry,Loynton,318.04
agirodgc@mit.edu,Male,Arrowroot,39.59,22,Russia,Alonso,Girod,870.98
smacvaghgd@adobe.com,Female,Slt - Individual Portions,47.66,39,Philippines,Shirley,MacVagh,1858.7399999999998
methridgegf@symantec.com,Male,Wine - Jackson Triggs Okonagan,11.78,69,Australia,Maison,Ethridge,812.8199999999999
hphinngh@xrea.com,Male,Milk - 1%,8.35,8,Zambia,Hillel,Phinn,66.8
rnewcombegi@blogs.com,Male,"Pasta - Elbows, Macaroni, Dry",3.22,52,Colombia,Reagen,Newcombe,167.44
wbrashiergj@shareasale.com,Male,Cloves - Whole,7.09,28,Peru,Willi,Brashier,198.51999999999998
pwhodcoatgk@wsj.com,Female,Guava,61.69,58,Indonesia,Penelope,Whodcoat,3578.02
byakunkingl@wikispaces.com,Male,Scallop - St. Jaques,49.6,82,China,Barrett,Yakunkin,4067.2000000000003
mlansleygn@redcross.org,Male,Dragon Fruit,97.92,65,Colombia,Malvin,Lansley,6364.8
rswitlandgo@bloglovin.com,Female,Chocolate Liqueur - Godet White,32.78,9,Belarus,Roxane,Switland,295.02
gbuttrumgp@sciencedirect.com,Male,Sugar Thermometer,63.18,15,Uruguay,Garry,Buttrum,947.7
cleindeckergq@hatena.ne.jp,Female,Triple Sec - Mcguinness,40.82,38,Philippines,Cori,Leindecker,1551.16
ccubbongr@is.gd,Female,"Stock - Veal, White",22.68,10,Indonesia,Chad,Cubbon,226.8
azaczekgs@furl.net,Male,Beef - Eye Of Round,32.21,13,China,Alvis,Zaczek,418.73
afolliottgt@gravatar.com,Female,"Pork - Back, Long Cut, Boneless",78.28,53,China,Annadiana,Folliott,4148.84
rcatogu@auda.org.au,Male,Vinegar - White,8.9,63,Iran,Rog,Cato,560.7
emcfaydengv@google.ru,Female,Pork - Belly Fresh,54.16,16,Japan,Eran,McFayden,866.56
pbullickgw@economist.com,Male,Pork - Side Ribs,7.06,97,Belarus,Prent,Bullick,684.8199999999999
tlandisgx@storify.com,Male,Lettuce - Curly Endive,59.44,71,Philippines,Tremain,Landis,4220.24
erozegy@shutterfly.com,Male,Wine - Maipo Valle Cabernet,45.0,87,China,Eugenio,Roze,3915.0
vdissmangz@sitemeter.com,Female,Shallots,13.09,31,Colombia,Vi,Dissman,405.79
rlawryh0@miibeian.gov.cn,Female,Salmon Steak - Cohoe 6 Oz,49.54,26,Portugal,Robbin,Lawry,1288.04
mgregolih1@sourceforge.net,Male,Arizona - Green Tea,82.78,43,Finland,Maurizio,Gregoli,3559.54
mwhanstallh2@chronoengine.com,Male,Sage Derby,78.66,23,Japan,Meredith,Whanstall,1809.1799999999998
ggoffeh3@japanpost.jp,Male,Cake - Pancake,34.86,73,Peru,Gris,Goffe,2544.7799999999997
srabbeth4@hc360.com,Female,Soup Campbells - Tomato Bisque,80.77,62,Brazil,Saree,Rabbet,5007.74
mlutonh5@edublogs.org,Female,"Flour - Bran, Red",96.42,67,France,Maridel,Luton,6460.14
idullinghamh7@yellowbook.com,Male,Lemons,71.67,75,Comoros,Ingelbert,Dullingham,5375.25
mhamlyh8@shareasale.com,Male,Pate - Peppercorn,19.95,74,Greece,Meredith,Hamly,1476.3
bclawha@opera.com,Male,Sauce - Fish 25 Ozf Bottle,76.28,66,Bahamas,Barnabe,Claw,5034.4800000000005
rblandamerehb@nbcnews.com,Male,Strawberries,98.93,98,Israel,Raff,Blandamere,9695.140000000001
asynanhc@163.com,Male,Wine - Niagara Peninsula Vqa,51.35,40,Russia,Antonino,Synan,2054.0
kacremanhd@imdb.com,Male,Juice - Happy Planet,57.2,31,United States,Kean,Acreman,1773.2
smeekinhe@bluehost.com,Female,Wine - Champagne Brut Veuve,54.14,21,New Zealand,Sharity,Meekin,1136.94
mantuonihf@skyrock.com,Male,Beets - Pickled,67.04,73,China,Merwin,Antuoni,4893.92
sgreatbachhh@google.it,Female,Wine - Chablis J Moreau Et Fils,99.14,88,Canada,Sheri,Greatbach,8724.32
bstillyhi@homestead.com,Male,Muffin Batt - Choc Chk,74.19,41,Venezuela,Barri,Stilly,3041.79
enortonhj@examiner.com,Male,Pork - Hock And Feet Attached,19.47,49,Canada,Elvin,Norton,954.03
rmccurtainhk@arizona.edu,Female,Nori Sea Weed - Gold Label,79.3,54,United States,Rachelle,McCurtain,4282.2
bdrowsfieldhl@twitter.com,Male,"Sauce - Soya, Dark",67.21,23,Moldova,Bartholomeo,Drowsfield,1545.83
dpepineauxhm@webmd.com,Female,Salt - Seasoned,61.19,91,China,Dulcia,Pepineaux,5568.29
asandesonhn@addtoany.com,Male,Apples - Sliced / Wedge,75.13,22,Argentina,Aloysius,Sandeson,1652.86
aolijveho@zimbio.com,Male,Veal - Striploin,91.42,40,Indonesia,Angel,Olijve,3656.8
lbizleyhp@amazonaws.com,Male,"Wine - Red, Cabernet Sauvignon",15.5,45,United States,Laurence,Bizley,697.5
rhallumshq@digg.com,Female,Mousse - Passion Fruit,52.87,69,Cuba,Robinet,Hallums,3648.0299999999997
mtabardhr@gravatar.com,Female,Jam - Apricot,38.7,63,China,Morganica,Tabard,2438.1000000000004
tfergiehs@microsoft.com,Male,Figs,13.41,99,Russia,Tomas,Fergie,1327.59
sgendrichht@zimbio.com,Male,"Lamb - Leg, Diced",81.36,94,Indonesia,Sutton,Gendrich,7647.84
ktearlehu@princeton.edu,Female,Beer - Maudite,10.43,90,Poland,Kattie,Tearle,938.6999999999999
gwildinhv@google.pl,Female,"Soup - Knorr, Classic Can. Chili",18.28,55,Bosnia and Herzegovina,Grata,Wildin,1005.4000000000001
mfenimorehx@constantcontact.com,Female,Pastry - Butterscotch Baked,25.88,82,Indonesia,Miguelita,Fenimore,2122.16
ajacquemardhy@diigo.com,Female,"Vodka - Lemon, Absolut",56.2,59,Indonesia,Aaren,Jacquemard,3315.8
joffinhz@webs.com,Male,Munchies Honey Sweet Trail Mix,45.45,9,Indonesia,Jared,Offin,409.05
bmoulei0@usa.gov,Female,Stainless Steel Cleaner Vision,96.53,47,Argentina,Bernardina,Moule,4536.91
gbobaschi1@apple.com,Female,Cranberry Foccacia,22.98,8,Brazil,Gerrie,Bobasch,183.84
mellini2@smugmug.com,Female,Wine - Spumante Bambino White,62.97,93,Czech Republic,Myrtle,Ellin,5856.21
dfayermani3@oakley.com,Female,"Nut - Hazelnut, Whole",96.75,37,Philippines,Daisey,Fayerman,3579.75
emartineci4@biblegateway.com,Female,Creme De Menthe Green,88.05,76,Ukraine,Emilee,Martinec,6691.8
rdetoilei5@amazon.co.jp,Female,Contreau,82.1,23,Indonesia,Roseline,Detoile,1888.3
klissendeni6@nih.gov,Female,Muffin Mix - Chocolate Chip,73.44,48,United States,Karrah,Lissenden,3525.12
kthori7@zdnet.com,Female,Chicken - Whole Roasting,23.55,60,France,Karina,Thor,1413.0
sgellyi8@zimbio.com,Female,Plastic Arrow Stir Stick,32.54,62,Belarus,Shannon,Gelly,2017.48
rguntoni9@indiatimes.com,Female,Cheese - Valancey,48.2,82,Nigeria,Rosemarie,Gunton,3952.4
gmckellenib@sogou.com,Male,"Sauce - Apple, Unsweetened",54.51,24,Russia,Giustino,McKellen,1308.24
oheinshie@msu.edu,Male,Sauce - Fish 25 Ozf Bottle,28.44,4,Denmark,Ogden,Heinsh,113.76
cbrunsdonif@eventbrite.com,Female,Capicola - Hot,9.7,85,Philippines,Carola,Brunsdon,824.4999999999999
hyukhnovig@marketwatch.com,Male,"Pasta - Fettuccine, Egg, Fresh",96.41,34,China,Hobard,Yukhnov,3277.94
gpealingih@indiatimes.com,Male,Wine - Toasted Head,4.08,95,Israel,Godfree,Pealing,387.6
gakessii@amazon.de,Male,Wonton Wrappers,34.52,53,Russia,Gran,Akess,1829.5600000000002
opirriik@miibeian.gov.cn,Female,"Jam - Raspberry,jar",28.39,35,China,Orelee,Pirri,993.65
jshapiroil@army.mil,Male,Pimento - Canned,19.27,39,China,Jakob,Shapiro,751.53
jdein@hexun.com,Female,Yoghurt Tubes,99.16,46,Syria,Juanita,De,4561.36
traoulio@wikia.com,Male,Duck - Whole,7.17,98,China,Terrence,Raoul,702.66
kmatuszinskiip@taobao.com,Male,Skirt - 24 Foot,88.78,99,Thailand,Kearney,Matuszinski,8789.22
raspitaliq@usnews.com,Male,"Extract - Vanilla,artificial",5.17,19,Thailand,Roddy,Aspital,98.23
scordaroyir@taobao.com,Male,Cornish Hen,31.18,67,Sweden,Sanford,Cordaroy,2089.06
bberris@npr.org,Female,"Pork - Back, Short Cut, Boneless",40.25,64,Portugal,Brenna,Berr,2576.0
nkirkbrideit@buzzfeed.com,Female,Sherry - Dry,58.48,61,Poland,Nedda,Kirkbride,3567.2799999999997
janniu@time.com,Female,Pastry - Lemon Danish - Mini,16.32,73,China,Jo,ann,1191.3600000000001
rtomaszkiewicziv@lycos.com,Female,Wine - Sake,44.13,3,Colombia,Reggie,Tomaszkiewicz,132.39000000000001
smachinix@dailymail.co.uk,Female,"Water - Mineral, Carbonated",81.37,35,Poland,Salaidh,Machin,2847.9500000000003
sperrelleiy@taobao.com,Male,Sour Puss Raspberry,67.29,25,Norway,Sigvard,Perrelle,1682.2500000000002
hblaschekiz@hao123.com,Male,Cake - Cheese Cake 9 Inch,96.62,59,Netherlands,Hallsy,Blaschek,5700.58
orubenj0@youtu.be,Female,Duck - Fat,93.75,18,Russia,Odele,Ruben,1687.5
nsurteesj1@howstuffworks.com,Female,Sobe - Green Tea,49.07,5,Philippines,Nora,Surtees,245.35
rsandwichj2@sciencedaily.com,Male,Langers - Ruby Red Grapfruit,59.15,22,China,Ronald,Sandwich,1301.3
elacknorj4@newyorker.com,Female,Sausage - Liver,80.23,87,New Zealand,Enriqueta,Lacknor,6980.01
jlaidlowj5@quantcast.com,Female,Nantucket - Pomegranate Pear,21.93,43,Russia,Juline,Laidlow,942.99
hcraykerj6@microsoft.com,Male,Onions - Cooking,8.76,37,Indonesia,Hubert,Crayker,324.12
adonkersleyj8@miibeian.gov.cn,Male,Clams - Canned,91.8,57,Thailand,Aldus,Donkersley,5232.599999999999
rsturej9@intel.com,Male,Chips - Doritos,64.32,43,Eritrea,Ringo,Sture,2765.7599999999998
kricardsja@about.me,Female,Chocolate Bar - Smarties,30.49,23,Saint Helena,Kerri,Ricards,701.27
ocurranjb@behance.net,Male,Cheese - Brie Roitelet,87.19,96,Indonesia,Obadiah,Curran,8370.24
gwillcockjc@whitehouse.gov,Female,Basil - Thai,31.56,13,China,Gypsy,Willcock,410.28
mjoblinjd@altervista.org,Female,"Pasta - Lasagna, Dry",67.17,99,Portugal,Maia,Joblin,6649.83
bvanje@biblegateway.com,Male,Soup Campbells Split Pea And Ham,83.92,60,Cameroon,Brooke,Van,5035.2
mcrushjf@drupal.org,Female,Oven Mitts 17 Inch,54.18,34,Thailand,Minda,Crush,1842.12
eflearjg@seattletimes.com,Female,"Veal - Round, Eye Of",42.74,31,Russia,Elyn,Flear,1324.94
crothonjh@godaddy.com,Male,Tilapia - Fillets,74.89,83,Laos,Corrie,Rothon,6215.87
dsticklandji@imgur.com,Male,Jack Daniels,53.25,42,Nigeria,Denis,Stickland,2236.5
rforcejj@csmonitor.com,Female,"Tart Shells - Savory, 4",91.61,53,China,Rianon,Force,4855.33
lshallikerjk@hc360.com,Female,Wine - Champagne Brut Veuve,56.33,58,Bangladesh,Lindi,Shalliker,3267.14
mmacgraithjm@telegraph.co.uk,Female,Wine - Clavet Saint Emilion,70.33,67,Japan,Marnie,MacGraith,4712.11
ahalversenjo@stanford.edu,Female,Bread - Pain Au Liat X12,59.09,54,Colombia,Aeriela,Halversen,3190.86
furridgejp@netscape.com,Female,Puree - Strawberry,25.7,12,Panama,Farrand,Urridge,308.4
ndythamjr@walmart.com,Male,Zucchini - Yellow,70.84,57,China,Nate,Dytham,4037.88
dgibberdjs@upenn.edu,Female,Amaretto,99.99,66,China,Dore,Gibberd,6599.339999999999
tdejt@mail.ru,Female,"Beans - Black Bean, Canned",78.86,99,Netherlands,Torie,De,7807.14
aboeckju@google.nl,Female,Corn - On The Cob,50.15,77,Palestinian Territory,Audre,Boeck,3861.5499999999997
wcomriejv@microsoft.com,Male,"Water - Mineral, Carbonated",92.12,71,Ivory Coast,Wiatt,Comrie,6540.52
ecattemulljw@icq.com,Male,Soup - Campbells Chili,26.03,48,Indonesia,Ennis,Cattemull,1249.44
fjowseyjx@delicious.com,Female,Chicken Breast Halal,28.93,54,Serbia,Fredra,Jowsey,1562.22
ldurranjy@imageshack.us,Female,Beer - Blue,88.39,43,Serbia,Lindie,Durran,3800.77
hrojelk0@hostgator.com,Male,Oil - Safflower,22.99,54,Sweden,Hanan,Rojel,1241.4599999999998
adallisonk1@surveymonkey.com,Male,Gelatine Powder,31.66,2,Portugal,Arvie,Dallison,63.32
dbaldacchinok2@youtu.be,Female,Energy Drink,87.22,43,Ukraine,Datha,Baldacchino,3750.46
abosherk4@addthis.com,Female,Chinese Foods - Plain Fried Rice,21.9,38,Sweden,Appolonia,Bosher,832.1999999999999
aadenetk5@cnn.com,Female,"Wine - Red, Wolf Blass, Yellow",18.32,92,Argentina,Alina,Adenet,1685.44
hknightk6@msn.com,Female,Arrowroot,58.59,63,Chile,Harlene,Knight,3691.17
jgrevilek7@spiegel.de,Male,Apples - Spartan,86.15,81,Indonesia,Jarid,Grevile,6978.150000000001
wcurlk9@statcounter.com,Male,Snapple Lemon Tea,6.63,87,Indonesia,Worthington,Curl,576.81
tligginska@ameblo.jp,Male,Skewers - Bamboo,88.32,68,Indonesia,Teodorico,Liggins,6005.759999999999
jdinkinkb@arstechnica.com,Female,Vinegar - Raspberry,91.67,41,Indonesia,Jessika,Dinkin,3758.4700000000003
mmatschekkc@phoca.cz,Female,Beef - Ox Tongue,55.26,1,Portugal,Missy,Matschek,55.26
ghirsthouseke@paypal.com,Male,Bread - Raisin Walnut Pull,77.36,85,China,Griffith,Hirsthouse,6575.6
ariattkg@go.com,Male,Coffee Cup 16oz Foam,46.0,53,Brazil,Antonino,Riatt,2438.0
epietaschkh@aol.com,Male,Butter - Unsalted,43.45,56,Portugal,Eben,Pietasch,2433.2000000000003
ieliescoki@who.int,Female,Cheese - Roquefort Pappillon,93.03,73,Poland,Indira,Eliesco,6791.1900000000005
htorrkj@google.de,Female,Prunes - Pitted,3.64,90,Sweden,Helenelizabeth,Torr,327.6
drosbothamkk@php.net,Male,"Soup - Campbells, Cream Of",80.97,6,Indonesia,Dav,Rosbotham,485.82
gracciokl@plala.or.jp,Female,Skirt - 29 Foot,10.93,10,Japan,Godiva,Raccio,109.3
kvitlerkn@macromedia.com,Female,Wine - Jafflin Bourgongone,43.9,92,Libya,Korie,Vitler,4038.7999999999997
dpriggko@phoca.cz,Female,Steamers White,26.52,54,Netherlands,Dreddy,Prigg,1432.08
gcostikp@gov.uk,Female,Juice - Lagoon Mango,15.94,81,Canada,Glenn,Costi,1291.1399999999999
fviggarskq@printfriendly.com,Female,Red Cod Fillets - 225g,22.2,54,China,Fidelia,Viggars,1198.8
sorviskr@yolasite.com,Male,Ecolab Silver Fusion,73.65,10,Hungary,Sheffy,Orvis,736.5
osneydks@state.gov,Female,"Pasta - Cannelloni, Sheets, Fresh",11.35,15,China,Ondrea,Sneyd,170.25
kgentrickt@goodreads.com,Male,Bonito Flakes - Toku Katsuo,94.81,3,Russia,Kerwin,Gentric,284.43
opantingku@yandex.ru,Female,Wine - Trimbach Pinot Blanc,35.09,15,China,Ophelie,Panting,526.35
tthemannkv@ucla.edu,Female,Vol Au Vents,69.85,95,China,Timmi,Themann,6635.749999999999
fsteggalskw@google.com.br,Female,Burger Veggie,33.61,33,China,Florencia,Steggals,1109.1299999999999
lgrigoriankx@loc.gov,Male,Beer - Sleemans Honey Brown,42.08,67,Russia,Leeland,Grigorian,2819.3599999999997
cferrieky@vk.com,Male,"Wine - Magnotta, Merlot Sr Vqa",63.17,83,Greece,Clarance,Ferrie,5243.110000000001
drupertokz@dropbox.com,Female,"Nut - Pine Nuts, Whole",4.38,15,Peru,Devondra,Ruperto,65.7
paitkenl0@eepurl.com,Male,Buffalo - Tenderloin,83.26,28,Ireland,Phil,Aitken,2331.28
kgoresl1@behance.net,Male,Pastry - Trippleberry Muffin - Mini,95.39,73,Indonesia,Kyle,Gores,6963.47
kglentworthl2@illinois.edu,Male,"Asparagus - White, Fresh",51.86,94,Czech Republic,Kalvin,Glentworth,4874.84
emaneylawsl3@toplist.cz,Male,Tomatoes,49.7,88,Madagascar,Ellsworth,Maneylaws,4373.6
lyardyl4@apple.com,Female,Carbonated Water - White Grape,51.48,62,Thailand,Lorraine,Yardy,3191.7599999999998
nnoddingsl5@umich.edu,Male,Plate Pie Foil,61.21,20,Indonesia,Nicolas,Noddings,1224.2
tstoodl6@slashdot.org,Male,Soup - Boston Clam Chowder,31.52,28,Norway,Tann,Stood,882.56
rrawesl7@joomla.org,Female,Soup - Campbells Chili,11.13,11,Nigeria,Rania,Rawes,122.43
oplettl8@miibeian.gov.cn,Female,Turnip - Wax,30.4,22,Argentina,Orelie,Plett,668.8
csauratl9@baidu.com,Female,"Soup - Knorr, French Onion",15.57,83,Philippines,Christen,Saurat,1292.31
mheywardla@xinhuanet.com,Female,Yams,96.79,25,Poland,Modesty,Heyward,2419.75
gshyreslb@gov.uk,Male,Orange Roughy 6/8 Oz,69.37,59,Argentina,Garvin,Shyres,4092.8300000000004
khoodlasslc@com.com,Female,Longos - Lasagna Beef,19.92,4,China,Kip,Hoodlass,79.68
kfrydld@psu.edu,Female,Icecream Bar - Del Monte,3.59,66,Chad,Karen,Fryd,236.94
zbestle@berkeley.edu,Female,Soup Campbells,15.22,68,China,Zaneta,Best,1034.96
wcowperthwaitelf@pen.io,Female,Muffin Hinge - 211n,86.89,41,China,Winifred,Cowperthwaite,3562.4900000000002
hstittlelg@simplemachines.org,Male,Nantucket Cranberry Juice,74.89,98,Sweden,Hakeem,Stittle,7339.22
balduslh@prweb.com,Female,Shrimp - Prawn,96.57,15,China,Blithe,Aldus,1448.55
ksimcoxli@springer.com,Male,Muffins - Assorted,91.05,28,China,Kort,Simcox,2549.4
tsaylorlj@sourceforge.net,Male,Potatoes - Parissienne,84.25,14,Spain,Thane,Saylor,1179.5
cmclaughlanlk@technorati.com,Male,Avocado,72.29,97,Indonesia,Carter,McLaughlan,7012.130000000001
dbodmanlm@canalblog.com,Female,Chicken Breast Wing On,69.15,19,China,Dulcia,Bodman,1313.8500000000001
gerringtonln@xinhuanet.com,Male,Soup - Campbellschix Stew,45.27,8,Czech Republic,Garek,Errington,362.16
vpleumanlo@nature.com,Male,Cilantro / Coriander - Fresh,5.08,8,Estonia,Vasilis,Pleuman,40.64
mbaudinellilp@a8.net,Female,Seaweed Green Sheets,65.2,82,Philippines,Malinda,Baudinelli,5346.400000000001
mlismorelq@geocities.jp,Female,Chocolate - Dark Callets,6.01,49,China,Mavra,Lismore,294.49
telsburylr@ted.com,Female,Soup - Base Broth Chix,12.05,94,Greece,Teddie,Elsbury,1132.7
thazlegrovels@berkeley.edu,Female,Flower - Carnations,11.99,89,Colombia,Trudy,Hazlegrove,1067.1100000000001
iberklu@netlog.com,Female,"Bread - White, Unsliced",47.04,50,Belarus,Ilene,Berk,2352.0
gskermanlv@goo.gl,Male,Oyster - In Shell,2.86,62,Honduras,Giusto,Skerman,177.32
dhousenlw@nps.gov,Female,Jameson - Irish Whiskey,73.48,8,China,Devinne,Housen,587.84
gbentsenlx@tumblr.com,Male,Ice Cream - Super Sandwich,18.55,23,Venezuela,Garry,Bentsen,426.65000000000003
hbelmontly@twitpic.com,Male,Scallops - Live In Shell,99.41,32,China,Henri,Belmont,3181.12
dpadmorelz@blog.com,Female,Jolt Cola - Red Eye,4.7,37,United States,Daveta,Padmore,173.9
cnuccitellim0@deliciousdays.com,Female,Almonds Ground Blanched,52.36,36,China,Coretta,Nuccitelli,1884.96
vaskawm2@naver.com,Female,Wine - Cabernet Sauvignon,92.07,55,South Africa,Valentia,Askaw,5063.849999999999
fmonellem3@cmu.edu,Female,Gatorade - Xfactor Berry,3.95,9,Ireland,Filippa,Monelle,35.550000000000004
dsommerliem4@hugedomains.com,Female,Piping Jelly - All Colours,26.0,76,Philippines,Dorelle,Sommerlie,1976.0
hdowtrym5@pen.io,Female,Wine - Wyndham Estate Bin 777,20.25,56,Russia,Harmony,Dowtry,1134.0
smallamm8@trellian.com,Female,Alize Red Passion,61.24,37,Philippines,Shari,Mallam,2265.88
rhobblem9@bloomberg.com,Male,"Orange - Canned, Mandarin",5.82,58,Indonesia,Rip,Hobble,337.56
jworralma@icq.com,Female,Hagen Daza - Dk Choocolate,45.15,22,Sweden,Julina,Worral,993.3
lchealemb@woothemes.com,Female,Cheese - Provolone,93.28,34,United States,Lena,Cheale,3171.52
smaciunasmc@nps.gov,Male,Ice Cream Bar - Hagen Daz,97.7,34,Niger,Sherwin,Maciunas,3321.8
bdunsmuirmd@wufoo.com,Male,Honey - Lavender,75.0,89,Indonesia,Buckie,Dunsmuir,6675.0
gmcmeekingme@odnoklassniki.ru,Female,Sprite - 355 Ml,89.24,51,Slovenia,George,McMeeking,4551.24
blanehammf@google.ru,Male,Vodka - Smirnoff,12.14,78,Indonesia,Burtie,Laneham,946.9200000000001
bcunnellmg@360.cn,Female,Celery Root,32.66,20,China,Bernete,Cunnell,653.1999999999999
nruskmh@constantcontact.com,Male,Figs,96.66,97,Russia,Nathan,Rusk,9376.02
fguillotinmi@imdb.com,Male,Chocolate - Dark,47.39,93,Philippines,Flinn,Guillotin,4407.27
jbichenermj@mozilla.org,Female,Bagel - 12 Grain Preslice,32.36,11,France,Julee,Bichener,355.96
estibbsmk@hostgator.com,Male,Curry Powder,20.6,94,Guyana,Efrem,Stibbs,1936.4
bculkinml@furl.net,Female,"Tart Shells - Sweet, 2",47.64,87,Poland,Bess,Culkin,4144.68
gtrunksmm@ft.com,Male,Mints - Striped Red,69.71,79,Ukraine,Gage,Trunks,5507.089999999999
dwinsleymn@hhs.gov,Male,Oats Large Flake,89.41,14,Philippines,Devy,Winsley,1251.74
hsouttarmo@salon.com,Male,Daikon Radish,12.42,35,Indonesia,Hervey,Souttar,434.7
acolebeckmp@goo.ne.jp,Female,Nacho Chips,97.07,50,South Africa,Ana,Colebeck,4853.5
gpaxefordmr@uiuc.edu,Male,"Liqueur Banana, Ramazzotti",62.72,37,Indonesia,Gerry,Paxeford,2320.64
jmacmillanmt@loc.gov,Female,Pastry - Chocolate Chip Muffin,75.27,36,China,Janenna,MacMillan,2709.72
amacadammu@redcross.org,Female,Pork - Side Ribs,42.31,57,China,Ailsun,MacAdam,2411.67
cposermv@jugem.jp,Female,"Artichokes - Knobless, White",99.26,82,Japan,Cami,Poser,8139.320000000001
cgowlermw@lycos.com,Female,Loquat,37.31,48,Paraguay,Carmelia,Gowler,1790.88
jtoormy@ebay.com,Female,Goat - Leg,41.11,41,Venezuela,Jelene,Toor,1685.51
msandsallanmz@studiopress.com,Female,Wine - Penfolds Koonuga Hill,79.07,99,France,Marie-jeanne,Sands-Allan,7827.929999999999
crollingsn0@cpanel.net,Female,"Lettuce - Mini Greens, Whole",81.79,90,Argentina,Corinna,Rollings,7361.1
jgillogleyn2@mtv.com,Female,Chinese Lemon Pork,64.69,98,China,Joycelin,Gillogley,6339.62
rtraiten3@squidoo.com,Female,Sherbet - Raspberry,16.6,99,Serbia,Renie,Traite,1643.4
rhalfheadn4@bloomberg.com,Male,Container Clear 8 Oz,73.92,70,China,Randolph,Halfhead,5174.400000000001
lrumbellown5@macromedia.com,Female,Sole - Iqf,95.22,68,Indonesia,Licha,Rumbellow,6474.96
rgoodanewn6@nasa.gov,Male,Trueblue - Blueberry,97.23,33,China,Rustie,Goodanew,3208.59
gkirwinn7@indiatimes.com,Female,Vector Energy Bar,71.91,71,Philippines,Giacinta,Kirwin,5105.61
xmcgeraghtyn8@networkadvertising.org,Female,"Bread - Bagels, Plain",21.23,45,Kenya,Xena,McGeraghty,955.35
